id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1713,Male,28,1,26,0,< 1 Year,Yes,37142,152,176,0
1714,Male,71,1,36,0,1-2 Year,No,38295,152,40,0
1715,Male,28,1,6,1,< 1 Year,No,22989,152,66,0
1716,Male,25,1,25,0,< 1 Year,Yes,12368,152,275,0
1717,Male,24,1,30,0,< 1 Year,No,35791,152,32,0
1718,Male,49,1,19,0,1-2 Year,Yes,39421,124,277,1
1719,Female,48,1,9,0,1-2 Year,Yes,2630,26,299,0
1720,Female,27,1,29,1,< 1 Year,No,16168,152,177,0
1721,Female,29,1,21,1,< 1 Year,No,27509,152,134,0
1722,Female,47,1,28,0,1-2 Year,Yes,44200,26,51,1
1723,Male,37,1,46,0,1-2 Year,Yes,2630,124,238,0
1724,Female,50,1,46,0,1-2 Year,Yes,2630,124,56,1
1725,Female,42,1,28,0,1-2 Year,Yes,35647,124,234,0
1726,Male,49,1,8,0,1-2 Year,Yes,42089,26,116,0
1727,Female,28,1,15,1,< 1 Year,No,27292,152,189,0
1728,Female,54,1,28,1,1-2 Year,Yes,45823,124,249,0
1729,Male,64,1,28,0,1-2 Year,Yes,26678,26,93,0
1730,Female,23,1,33,1,< 1 Year,No,22917,152,111,0
1731,Female,38,1,28,0,1-2 Year,Yes,31311,26,56,1
1732,Male,21,1,2,1,< 1 Year,No,30468,160,276,0
1733,Male,69,1,28,0,> 2 Years,Yes,36588,124,51,0
1734,Male,46,1,28,0,1-2 Year,Yes,39465,26,59,1
1735,Female,42,1,38,1,1-2 Year,No,26934,26,161,0
1736,Male,46,1,28,0,> 2 Years,Yes,37116,26,91,0
1737,Male,26,1,29,0,< 1 Year,No,37020,26,188,1
1738,Female,29,1,28,1,< 1 Year,No,24799,152,136,0
1739,Female,40,1,41,0,1-2 Year,Yes,34957,26,253,0
1740,Female,22,1,25,1,< 1 Year,No,27669,152,200,0
1741,Male,33,1,28,1,< 1 Year,No,24901,152,169,0
1742,Male,40,1,46,0,1-2 Year,Yes,2630,157,263,0
1743,Male,56,1,28,0,1-2 Year,Yes,40797,152,27,0
1744,Female,39,1,2,0,1-2 Year,Yes,32116,26,222,0
1745,Female,29,1,28,1,< 1 Year,No,77859,152,100,0
1746,Male,75,1,8,1,1-2 Year,No,70885,26,186,0
1747,Male,37,1,28,1,1-2 Year,No,21041,124,258,0
1748,Female,25,1,10,1,< 1 Year,No,34365,152,270,0
1749,Male,28,1,28,0,< 1 Year,Yes,56112,163,48,0
1750,Female,51,1,46,1,1-2 Year,No,27022,26,277,0
1751,Female,24,1,41,1,< 1 Year,No,33205,152,151,0
1752,Female,30,1,12,1,< 1 Year,No,28549,152,226,0
1753,Female,39,1,41,0,1-2 Year,Yes,35919,12,143,0
1754,Female,53,1,48,1,1-2 Year,No,2630,15,29,0
1755,Female,48,1,28,0,1-2 Year,Yes,52033,26,256,1
1756,Male,42,1,50,1,1-2 Year,No,25038,124,123,0
1757,Male,66,1,0,1,1-2 Year,No,2630,8,236,0
1758,Female,21,1,27,0,< 1 Year,No,2630,152,139,0
1759,Male,52,1,28,0,1-2 Year,Yes,26665,26,217,0
1760,Female,50,1,50,1,1-2 Year,No,28606,122,77,0
1761,Male,57,1,41,0,> 2 Years,Yes,40014,124,122,0
1762,Female,58,0,28,0,1-2 Year,Yes,53047,122,214,0
1763,Female,55,1,49,0,1-2 Year,Yes,33006,160,149,0
1764,Female,24,1,29,1,< 1 Year,No,22225,152,290,0
1765,Female,47,1,28,1,1-2 Year,No,45559,26,45,0
1766,Female,26,1,8,1,< 1 Year,No,38339,152,90,0
1767,Female,46,1,24,0,1-2 Year,Yes,27867,154,85,1
1768,Male,42,1,29,0,1-2 Year,Yes,47489,26,155,1
1769,Female,45,1,43,0,1-2 Year,Yes,2630,157,173,0
1770,Male,72,1,29,0,1-2 Year,Yes,62752,26,81,0
1771,Male,26,1,46,0,< 1 Year,No,23380,152,179,0
1772,Male,22,1,32,1,< 1 Year,No,34640,152,94,0
1773,Female,31,1,18,0,< 1 Year,Yes,2630,124,166,1
1774,Male,22,1,47,0,< 1 Year,Yes,23147,152,175,0
1775,Female,42,1,8,0,1-2 Year,Yes,37927,26,258,1
1776,Female,37,1,28,0,1-2 Year,Yes,2630,124,195,1
1777,Male,80,1,48,1,1-2 Year,No,2630,124,145,0
1778,Female,22,1,2,0,< 1 Year,Yes,32451,152,258,0
1779,Male,24,1,46,1,< 1 Year,No,20843,152,193,0
1780,Female,32,1,28,0,< 1 Year,Yes,43828,26,213,1
1781,Male,27,1,3,0,< 1 Year,Yes,22062,152,197,1
1782,Female,49,1,24,0,1-2 Year,Yes,52452,139,122,0
1783,Male,24,1,14,1,< 1 Year,No,2630,152,222,0
1784,Male,30,1,6,0,< 1 Year,Yes,2630,152,219,0
1785,Female,64,1,28,0,1-2 Year,Yes,31168,124,35,0
1786,Female,29,1,15,1,< 1 Year,No,39670,152,46,0
1787,Male,61,1,28,0,> 2 Years,Yes,47651,150,18,0
1788,Female,43,1,28,0,1-2 Year,Yes,46782,124,294,0
1789,Male,22,1,3,1,< 1 Year,No,28305,152,217,0
1790,Female,24,1,3,1,< 1 Year,No,23038,26,283,0
1791,Male,73,1,26,1,1-2 Year,No,33641,120,77,0
1792,Male,31,1,8,0,< 1 Year,Yes,51354,152,226,0
1793,Male,31,1,50,0,1-2 Year,Yes,38229,163,269,0
1794,Female,58,1,28,0,> 2 Years,Yes,30911,26,191,0
1795,Female,42,1,47,0,1-2 Year,No,35845,152,284,0
1796,Male,24,1,6,1,< 1 Year,No,26312,152,12,0
1797,Female,41,1,28,0,1-2 Year,Yes,2630,155,10,1
1798,Male,23,1,32,0,< 1 Year,Yes,36975,26,42,0
1799,Male,33,1,38,0,< 1 Year,Yes,25042,26,109,0
1800,Male,45,1,0,0,1-2 Year,Yes,2630,26,284,0
1801,Male,47,1,46,0,1-2 Year,No,29030,124,19,0
1802,Male,24,1,2,0,< 1 Year,No,32942,152,148,0
1803,Female,21,1,28,0,< 1 Year,Yes,35688,160,116,0
1804,Female,23,1,35,1,< 1 Year,No,24116,152,75,0
1805,Female,23,1,11,0,< 1 Year,Yes,30348,152,23,0
1806,Male,60,1,24,1,1-2 Year,No,28900,124,55,0
1807,Male,69,1,28,0,1-2 Year,Yes,2630,124,38,1
1808,Male,49,1,39,0,1-2 Year,Yes,43707,124,264,1
1809,Female,25,1,36,1,< 1 Year,No,28987,152,13,0
1810,Female,24,1,6,1,< 1 Year,No,24495,152,24,0
1811,Male,40,1,29,0,1-2 Year,Yes,27932,124,27,1
1812,Male,61,1,0,0,1-2 Year,Yes,2630,124,223,1
1813,Male,21,1,2,0,< 1 Year,Yes,41930,152,145,0
1814,Female,33,1,5,1,< 1 Year,No,25937,152,222,0
1815,Female,34,1,28,0,1-2 Year,No,49205,124,146,0
1816,Female,57,1,28,0,1-2 Year,Yes,34244,26,75,1
1817,Male,57,1,28,1,1-2 Year,Yes,42224,124,270,0
1818,Female,39,1,28,0,> 2 Years,Yes,54762,26,194,0
1819,Female,23,1,37,1,< 1 Year,No,26098,152,239,0
1820,Male,28,1,41,1,< 1 Year,No,34553,152,98,0
1821,Female,25,1,36,1,< 1 Year,No,31841,152,208,0
1822,Female,38,1,22,0,1-2 Year,Yes,27922,124,54,1
1823,Female,64,1,17,0,1-2 Year,Yes,2630,124,233,0
1824,Male,22,1,30,1,< 1 Year,No,20940,152,12,0
1825,Female,22,1,39,1,< 1 Year,No,29595,152,228,0
1826,Female,22,1,21,1,< 1 Year,No,28683,152,244,0
1827,Female,23,1,3,1,< 1 Year,No,51794,152,189,0
1828,Female,62,1,28,1,1-2 Year,No,32920,124,212,0
1829,Male,41,1,28,1,1-2 Year,No,35895,124,92,0
1830,Female,25,1,39,1,< 1 Year,No,25502,152,90,0
1831,Male,31,1,46,0,< 1 Year,Yes,37120,122,270,0
1832,Female,46,1,28,0,1-2 Year,Yes,41332,124,65,0
1833,Male,53,1,29,0,1-2 Year,Yes,34656,26,281,0
1834,Male,46,1,28,0,1-2 Year,Yes,38409,13,298,1
1835,Female,24,1,28,1,< 1 Year,No,36251,152,89,0
1836,Female,23,1,8,1,< 1 Year,No,36254,152,123,0
1837,Female,28,1,28,0,1-2 Year,Yes,48442,154,253,1
1838,Male,21,1,34,0,< 1 Year,Yes,32832,160,292,0
1839,Male,23,1,45,0,< 1 Year,Yes,23068,152,116,0
1840,Male,33,1,11,0,1-2 Year,Yes,55693,124,231,0
1841,Female,32,1,35,0,< 1 Year,No,28060,152,147,0
1842,Female,46,1,46,0,1-2 Year,Yes,33063,91,100,0
1843,Female,21,1,48,0,< 1 Year,Yes,2630,160,48,0
1844,Male,54,1,5,0,1-2 Year,Yes,33291,26,254,0
1845,Male,30,1,15,1,< 1 Year,No,38651,152,102,0
1846,Male,64,1,28,0,1-2 Year,Yes,34562,122,123,0
1847,Male,80,1,50,0,> 2 Years,Yes,2630,163,237,0
1848,Female,21,1,37,1,< 1 Year,No,26865,160,181,0
1849,Male,61,1,37,1,1-2 Year,Yes,34503,26,276,0
1850,Male,46,1,13,1,1-2 Year,No,29558,26,34,0
1851,Male,71,1,0,0,> 2 Years,Yes,2630,13,176,0
1852,Male,27,1,41,1,< 1 Year,No,25105,152,284,0
1853,Male,25,1,8,1,< 1 Year,No,45686,152,150,0
1854,Female,50,1,28,0,1-2 Year,Yes,38175,124,166,0
1855,Male,38,1,50,1,1-2 Year,No,34163,8,76,0
1856,Male,57,1,49,1,1-2 Year,No,2630,124,180,0
1857,Male,27,1,21,1,< 1 Year,No,26070,152,187,0
1858,Female,41,1,28,0,1-2 Year,Yes,25264,26,19,0
1859,Male,47,1,29,0,1-2 Year,Yes,26111,124,205,0
1860,Female,24,1,8,1,< 1 Year,No,22905,152,70,0
1861,Male,71,1,50,1,1-2 Year,No,51995,26,161,0
1862,Male,38,1,28,0,1-2 Year,Yes,2630,26,285,0
1863,Male,65,1,36,1,1-2 Year,No,31833,124,197,0
1864,Female,34,1,11,1,1-2 Year,No,29821,122,94,0
1865,Female,25,1,8,0,< 1 Year,Yes,24853,152,32,0
1866,Male,37,1,28,1,1-2 Year,No,2630,122,276,0
1867,Male,34,1,39,0,1-2 Year,Yes,30790,163,247,0
1868,Female,24,1,13,0,< 1 Year,Yes,29953,151,133,0
1869,Female,46,1,43,0,1-2 Year,Yes,2630,26,143,0
1870,Female,45,1,29,0,1-2 Year,Yes,2630,157,287,1
1871,Female,47,1,28,0,1-2 Year,No,32688,26,130,0
1872,Female,22,1,11,1,< 1 Year,No,24349,152,175,0
1873,Female,59,1,48,0,1-2 Year,Yes,2630,26,240,1
1874,Female,22,1,30,1,< 1 Year,No,23339,152,120,0
1875,Female,52,1,28,0,1-2 Year,Yes,38579,124,246,0
1876,Female,24,1,6,0,< 1 Year,Yes,52882,152,97,0
1877,Male,44,1,8,1,1-2 Year,No,36038,124,278,0
1878,Male,29,1,41,1,< 1 Year,No,37327,152,293,0
1879,Female,34,1,47,0,1-2 Year,No,26828,152,195,0
1880,Female,51,1,28,0,1-2 Year,Yes,2630,26,38,0
1881,Female,22,1,12,1,< 1 Year,No,27027,152,175,0
1882,Male,46,1,28,1,1-2 Year,No,29124,29,152,0
1883,Male,59,1,36,0,1-2 Year,Yes,43152,26,293,0
1884,Male,52,1,28,0,1-2 Year,Yes,2630,124,83,0
1885,Male,27,1,13,1,1-2 Year,No,22232,124,29,0
1886,Female,26,1,8,0,< 1 Year,Yes,2630,152,292,0
1887,Female,30,1,41,0,< 1 Year,Yes,34423,136,18,1
1888,Female,27,1,29,1,< 1 Year,No,28361,26,37,0
1889,Male,62,1,28,0,> 2 Years,Yes,39553,155,187,0
1890,Female,52,1,14,0,> 2 Years,Yes,2630,156,167,0
1891,Female,64,1,39,0,1-2 Year,Yes,33695,26,185,0
1892,Female,42,1,30,1,1-2 Year,No,27701,26,266,0
1893,Male,27,1,37,1,< 1 Year,No,33659,152,58,0
1894,Male,47,1,50,0,1-2 Year,Yes,51728,25,253,0
1895,Female,29,1,27,0,1-2 Year,Yes,2630,157,119,0
1896,Male,25,1,50,1,< 1 Year,No,45532,152,11,0
1897,Male,63,1,28,0,> 2 Years,Yes,34052,139,59,0
1898,Male,41,1,16,0,1-2 Year,Yes,28673,26,283,1
1899,Male,42,1,28,0,1-2 Year,Yes,24703,26,20,0
1900,Male,30,1,38,1,< 1 Year,No,27266,152,20,0
1901,Male,38,1,28,0,> 2 Years,Yes,44103,26,97,0
1902,Male,24,1,41,0,< 1 Year,Yes,2630,152,293,0
1903,Male,22,1,16,1,< 1 Year,Yes,50863,160,271,0
1904,Male,40,1,3,1,1-2 Year,No,35920,124,235,0
1905,Male,77,1,28,1,1-2 Year,Yes,50747,26,263,0
1906,Female,36,1,20,0,1-2 Year,Yes,2630,26,65,0
1907,Female,27,1,46,0,< 1 Year,Yes,2630,152,216,0
1908,Male,30,1,17,0,< 1 Year,No,40274,152,133,0
1909,Male,24,1,30,1,< 1 Year,No,22944,152,136,0
1910,Male,29,1,40,0,< 1 Year,Yes,19993,124,176,1
1911,Male,43,1,28,0,1-2 Year,Yes,47072,26,15,0
1912,Female,20,1,39,0,< 1 Year,Yes,36251,160,186,0
1913,Female,27,1,29,1,< 1 Year,No,26639,152,40,0
1914,Female,22,1,6,1,< 1 Year,No,31015,152,240,0
1915,Female,56,1,28,0,> 2 Years,Yes,70049,25,213,1
1916,Male,74,1,28,1,1-2 Year,No,24758,124,196,0
1917,Male,35,1,29,1,1-2 Year,No,55493,26,162,0
1918,Female,29,1,27,0,< 1 Year,Yes,2630,152,275,0
1919,Female,38,1,28,0,1-2 Year,Yes,37355,124,109,0
1920,Male,44,1,28,1,1-2 Year,No,44772,124,121,0
1921,Male,61,1,28,0,1-2 Year,Yes,31794,26,118,0
1922,Male,36,1,15,0,1-2 Year,Yes,35174,14,51,0
1923,Female,34,1,11,0,1-2 Year,Yes,27813,124,189,0
1924,Female,25,1,2,0,< 1 Year,Yes,45005,152,168,0
1925,Female,34,1,3,0,1-2 Year,Yes,38016,157,125,1
1926,Female,26,1,36,1,< 1 Year,No,33255,152,163,0
1927,Female,53,1,28,0,> 2 Years,Yes,50824,125,228,0
1928,Male,43,1,28,0,1-2 Year,Yes,30637,122,298,0
1929,Male,22,1,12,1,< 1 Year,No,29762,152,106,0
1930,Female,23,1,6,1,< 1 Year,No,31538,152,184,0
1931,Female,43,1,33,0,1-2 Year,Yes,2630,157,162,0
1932,Female,62,1,28,0,> 2 Years,Yes,60325,26,165,0
1933,Female,36,1,28,1,1-2 Year,No,35042,124,129,0
1934,Male,54,1,35,0,1-2 Year,Yes,27337,26,223,1
1935,Male,45,1,8,1,1-2 Year,No,27671,26,94,0
1936,Female,22,1,10,1,< 1 Year,No,23257,152,244,0
1937,Male,79,1,28,0,1-2 Year,Yes,56829,122,266,0
1938,Male,23,1,34,0,< 1 Year,Yes,28781,151,193,0
1939,Male,62,1,35,0,> 2 Years,Yes,41895,10,67,0
1940,Female,42,1,25,1,1-2 Year,No,32230,153,56,0
1941,Female,34,1,29,1,1-2 Year,No,2630,124,184,0
1942,Male,33,1,35,0,1-2 Year,Yes,23308,124,222,0
1943,Male,41,1,24,0,1-2 Year,Yes,28227,124,190,1
1944,Male,49,1,28,0,1-2 Year,Yes,39572,45,132,0
1945,Male,52,1,28,0,1-2 Year,Yes,54065,26,137,0
1946,Male,41,1,28,0,1-2 Year,Yes,38404,124,245,1
1947,Male,36,1,11,0,1-2 Year,Yes,2630,156,270,1
1948,Male,48,1,8,1,1-2 Year,No,34440,26,21,0
1949,Male,25,1,25,0,< 1 Year,No,47073,152,61,0
1950,Male,40,1,28,0,1-2 Year,Yes,32398,124,220,0
1951,Female,22,1,1,1,< 1 Year,No,2630,154,277,0
1952,Female,24,1,37,0,< 1 Year,No,30862,152,261,0
1953,Female,47,1,7,0,1-2 Year,Yes,2630,157,155,0
1954,Male,50,1,28,1,1-2 Year,No,26216,124,234,0
1955,Male,59,1,28,1,1-2 Year,Yes,36986,26,168,0
1956,Female,20,1,13,0,< 1 Year,Yes,31260,160,99,0
1957,Male,29,1,46,1,< 1 Year,No,19635,152,47,0
1958,Female,29,1,37,1,< 1 Year,No,31280,160,283,0
1959,Female,22,1,9,0,< 1 Year,No,33229,152,298,0
1960,Female,23,1,45,1,< 1 Year,No,32053,151,280,0
1961,Male,35,1,28,0,1-2 Year,Yes,26996,124,139,0
1962,Female,41,1,28,1,1-2 Year,No,67251,26,291,0
1963,Female,36,1,46,1,1-2 Year,No,26871,152,270,0
1964,Male,24,1,5,1,< 1 Year,No,2630,151,200,0
1965,Male,63,1,28,0,1-2 Year,Yes,53828,124,103,0
1966,Male,52,1,28,0,1-2 Year,Yes,31445,26,223,1
1967,Female,37,1,28,0,1-2 Year,Yes,37740,124,194,0
1968,Male,38,1,39,1,1-2 Year,No,34502,124,279,0
1969,Female,28,1,28,0,1-2 Year,Yes,2630,156,168,0
1970,Female,28,1,17,1,< 1 Year,No,34992,152,262,0
1971,Male,25,1,50,1,< 1 Year,No,39970,152,214,0
1972,Male,36,1,28,0,1-2 Year,No,47285,154,165,0
1973,Female,44,1,28,0,1-2 Year,Yes,30828,26,163,0
1974,Male,35,1,28,0,1-2 Year,Yes,26954,124,71,1
1975,Female,78,1,28,0,1-2 Year,Yes,45058,26,14,0
1976,Female,34,1,30,0,1-2 Year,Yes,21815,151,167,0
1977,Female,28,1,30,1,< 1 Year,No,39328,152,216,0
1978,Female,24,1,15,1,< 1 Year,Yes,58815,152,278,0
1979,Female,57,1,28,0,> 2 Years,Yes,27957,124,55,0
1980,Male,44,1,8,0,1-2 Year,Yes,39707,124,127,0
1981,Male,24,1,8,1,< 1 Year,No,37950,152,27,0
1982,Female,47,1,28,0,1-2 Year,Yes,36208,122,95,0
1983,Female,53,1,7,0,1-2 Year,Yes,40793,26,106,1
1984,Female,42,1,25,0,1-2 Year,Yes,41624,152,182,0
1985,Female,41,1,50,0,1-2 Year,Yes,37052,8,183,0
1986,Male,57,1,12,1,1-2 Year,No,44150,26,23,0
1987,Female,36,1,3,0,1-2 Year,Yes,30770,152,33,0
1988,Female,51,1,28,0,1-2 Year,Yes,39698,152,117,1
1989,Male,24,1,41,1,< 1 Year,No,34678,152,161,0
1990,Male,48,1,39,0,1-2 Year,Yes,34654,30,74,0
1991,Male,66,0,8,0,1-2 Year,No,48063,25,231,0
1992,Male,21,1,22,1,< 1 Year,No,2630,160,181,0
1993,Male,60,1,11,0,1-2 Year,Yes,33291,124,163,0
1994,Female,23,1,29,1,< 1 Year,No,19944,152,153,0
1995,Male,66,1,36,1,1-2 Year,No,40181,26,75,0
1996,Male,22,1,46,1,< 1 Year,No,30883,152,95,0
1997,Male,56,1,19,0,1-2 Year,Yes,34610,124,294,0
1998,Male,68,1,5,0,1-2 Year,Yes,2630,156,286,0
1999,Male,24,1,35,1,< 1 Year,No,32173,160,31,0
2000,Female,61,1,28,0,> 2 Years,Yes,37107,4,239,0
2001,Male,46,1,28,0,1-2 Year,Yes,2630,26,242,0
2002,Male,29,1,28,0,< 1 Year,Yes,56352,26,295,0
2003,Female,52,1,12,0,1-2 Year,Yes,2630,154,217,1
2004,Male,59,1,8,0,> 2 Years,Yes,46773,124,223,0
2005,Male,61,1,22,1,1-2 Year,No,26818,124,63,0
2006,Female,29,1,8,1,< 1 Year,No,41005,152,202,0
2007,Male,22,1,41,1,< 1 Year,No,25346,152,179,0
2008,Male,27,1,11,0,< 1 Year,Yes,38939,152,12,1
2009,Male,54,1,29,0,1-2 Year,No,25230,26,292,0
2010,Male,30,1,45,0,1-2 Year,Yes,2630,156,218,0
2011,Male,23,1,21,1,< 1 Year,No,28629,152,246,0
2012,Male,21,1,15,0,< 1 Year,Yes,25593,160,297,0
2013,Male,25,1,11,1,< 1 Year,No,28626,152,78,0
2014,Male,59,1,11,1,1-2 Year,No,30684,26,91,0
2015,Female,49,1,28,0,1-2 Year,Yes,40846,26,29,0
2016,Male,53,1,28,0,> 2 Years,Yes,55845,26,243,0
2017,Female,31,1,9,1,< 1 Year,No,26171,152,23,0
2018,Female,74,1,31,0,> 2 Years,Yes,2630,26,128,0
2019,Female,49,1,3,1,1-2 Year,Yes,56836,124,102,0
2020,Female,22,1,11,1,< 1 Year,No,29902,152,11,0
2021,Male,34,1,8,1,1-2 Year,No,38970,29,196,0
2022,Female,58,1,28,0,1-2 Year,Yes,65739,26,190,0
2023,Female,23,1,3,1,< 1 Year,Yes,2630,152,158,0
2024,Male,44,1,4,1,1-2 Year,No,33576,26,188,0
2025,Female,23,1,11,1,< 1 Year,No,31365,152,75,0
2026,Male,42,1,28,1,1-2 Year,No,45614,26,10,0
2027,Male,62,1,31,0,1-2 Year,Yes,2630,9,132,0
2028,Female,22,1,22,0,< 1 Year,Yes,26627,152,252,0
2029,Female,26,1,3,1,< 1 Year,No,26131,152,74,0
2030,Male,43,1,30,1,1-2 Year,No,2630,160,267,0
2031,Female,24,1,11,1,< 1 Year,No,57281,152,181,0
2032,Female,21,1,8,1,< 1 Year,No,29952,152,91,0
2033,Female,38,1,8,0,1-2 Year,No,2630,156,36,0
2034,Male,24,1,41,1,< 1 Year,No,51956,152,203,0
2035,Male,24,1,9,0,< 1 Year,No,27055,152,67,0
2036,Male,46,1,47,0,1-2 Year,Yes,33137,26,149,1
2037,Female,73,1,28,1,1-2 Year,No,48686,125,206,0
2038,Male,36,1,23,0,1-2 Year,Yes,30738,124,225,1
2039,Male,28,1,18,0,< 1 Year,Yes,34817,152,294,0
2040,Female,28,1,28,1,< 1 Year,No,35597,152,86,0
2041,Female,26,1,17,1,< 1 Year,No,33527,152,76,0
2042,Male,52,1,29,0,1-2 Year,Yes,27015,55,276,1
2043,Female,57,1,8,0,1-2 Year,Yes,21956,124,51,1
2044,Male,24,1,41,1,< 1 Year,No,37207,152,197,0
2045,Male,51,1,8,0,1-2 Year,Yes,2630,124,264,1
2046,Female,38,1,28,0,1-2 Year,Yes,34771,124,129,1
2047,Female,24,1,33,1,< 1 Year,No,27284,152,90,0
2048,Female,21,1,8,0,1-2 Year,Yes,45824,124,106,0
2049,Male,22,1,15,0,< 1 Year,No,23501,160,233,0
2050,Female,30,1,50,1,< 1 Year,No,21181,152,101,0
2051,Male,49,1,36,0,> 2 Years,Yes,35401,124,254,1
2052,Female,25,1,15,1,< 1 Year,No,30449,152,231,0
2053,Male,43,1,28,0,1-2 Year,No,33372,122,296,0
2054,Male,25,1,30,0,< 1 Year,Yes,26261,152,119,0
2055,Male,43,1,28,1,1-2 Year,No,42292,124,42,0
2056,Male,54,1,28,0,1-2 Year,Yes,49946,124,93,0
2057,Male,55,1,4,1,1-2 Year,No,29945,26,187,0
2058,Female,23,1,35,1,< 1 Year,No,2630,160,281,0
2059,Female,30,1,8,1,< 1 Year,No,31255,152,59,0
2060,Female,22,1,7,1,< 1 Year,No,48143,152,224,0
2061,Female,44,1,28,1,1-2 Year,No,45037,26,86,0
2062,Male,25,1,10,1,< 1 Year,No,27318,152,106,0
2063,Male,40,1,3,0,1-2 Year,No,25824,154,157,0
2064,Female,26,1,28,1,< 1 Year,No,32214,152,131,0
2065,Female,54,1,28,0,1-2 Year,Yes,39990,26,128,0
2066,Male,29,1,34,0,< 1 Year,No,30658,152,185,0
2067,Male,26,1,39,1,< 1 Year,No,2630,152,212,0
2068,Female,22,1,26,0,< 1 Year,Yes,32995,152,170,0
2069,Male,25,1,37,1,< 1 Year,No,35346,152,244,0
2070,Female,25,1,21,1,< 1 Year,No,19402,152,35,0
2071,Female,53,1,46,0,1-2 Year,Yes,29118,11,247,1
2072,Male,35,1,3,1,1-2 Year,No,2630,26,195,0
2073,Female,26,1,36,0,< 1 Year,Yes,27854,152,62,0
2074,Female,23,1,8,1,< 1 Year,No,38751,152,97,0
2075,Male,26,1,28,1,< 1 Year,No,37120,154,151,0
2076,Male,24,1,33,0,< 1 Year,Yes,2630,152,274,0
2077,Female,31,1,47,1,< 1 Year,Yes,36598,152,242,0
2078,Male,22,1,3,0,< 1 Year,Yes,16703,152,186,0
2079,Male,56,1,28,0,> 2 Years,Yes,53228,26,76,1
2080,Female,24,1,15,0,< 1 Year,No,22965,152,176,0
2081,Female,42,1,28,0,> 2 Years,Yes,35977,26,270,1
2082,Female,47,1,28,0,> 2 Years,Yes,32414,122,156,0
2083,Female,22,1,30,1,< 1 Year,No,25718,152,153,0
2084,Male,32,1,10,0,< 1 Year,Yes,38369,152,80,0
2085,Female,24,1,30,1,< 1 Year,No,26898,152,96,0
2086,Male,67,1,28,0,1-2 Year,Yes,37473,122,281,0
2087,Female,26,1,18,1,< 1 Year,No,26983,152,94,0
2088,Female,23,1,41,0,< 1 Year,Yes,29943,152,275,0
2089,Female,39,1,28,0,1-2 Year,Yes,2630,124,211,0
2090,Male,42,1,33,0,1-2 Year,Yes,29684,124,10,1
2091,Female,23,1,30,1,< 1 Year,No,34377,152,212,0
2092,Male,21,1,42,0,1-2 Year,Yes,22931,154,76,1
2093,Female,22,1,28,0,< 1 Year,Yes,44091,152,20,0
2094,Female,67,1,10,1,1-2 Year,No,2630,26,224,0
2095,Female,27,1,28,0,< 1 Year,Yes,45720,154,58,0
2096,Male,24,1,28,1,< 1 Year,No,58656,152,41,0
2097,Male,23,1,14,1,< 1 Year,No,25964,152,101,0
2098,Female,23,1,13,0,< 1 Year,No,32864,152,284,0
2099,Female,32,1,28,0,1-2 Year,Yes,29021,124,193,0
2100,Male,61,1,28,0,1-2 Year,Yes,28428,124,294,0
2101,Female,22,1,16,1,< 1 Year,No,26812,152,102,0
2102,Female,24,1,29,1,< 1 Year,No,50529,152,134,0
2103,Male,45,1,28,0,1-2 Year,Yes,26504,124,296,0
2104,Female,25,1,50,1,< 1 Year,No,30577,152,98,0
2105,Female,74,1,49,0,1-2 Year,No,29016,26,30,0
2106,Male,43,1,28,0,> 2 Years,Yes,41201,124,73,1
2107,Female,41,1,3,1,1-2 Year,No,2630,26,261,0
2108,Male,46,1,2,1,1-2 Year,No,18422,26,239,0
2109,Female,38,1,28,0,> 2 Years,Yes,2630,122,217,0
2110,Female,21,1,36,0,< 1 Year,Yes,32613,160,49,0
2111,Female,60,1,8,1,1-2 Year,No,69995,152,38,0
2112,Male,51,1,23,1,1-2 Year,No,21066,124,279,0
2113,Male,45,1,8,0,1-2 Year,No,41612,124,179,0
2114,Male,23,1,46,1,< 1 Year,No,46983,152,75,0
2115,Female,59,1,28,1,1-2 Year,No,26982,26,237,0
2116,Male,29,1,46,1,< 1 Year,No,27413,26,157,0
2117,Female,29,1,9,1,< 1 Year,No,37742,152,74,0
2118,Male,64,1,22,0,1-2 Year,Yes,40116,124,293,0
2119,Female,30,1,3,0,< 1 Year,Yes,29492,152,174,1
2120,Female,26,1,41,1,< 1 Year,No,32804,152,171,0
2121,Female,25,1,29,1,< 1 Year,No,43769,152,138,0
2122,Female,27,1,35,1,< 1 Year,No,26382,152,298,0
2123,Male,72,1,37,0,1-2 Year,Yes,29619,26,121,0
2124,Male,34,1,28,0,1-2 Year,Yes,47203,124,45,1
2125,Male,23,1,8,1,< 1 Year,No,24087,160,35,0
2126,Female,49,1,28,1,1-2 Year,Yes,37819,158,296,0
2127,Male,54,1,28,1,1-2 Year,No,41653,26,239,0
2128,Female,27,1,8,1,< 1 Year,No,42083,152,231,0
2129,Female,45,1,28,1,1-2 Year,No,38718,124,244,0
2130,Female,41,1,15,0,1-2 Year,Yes,22360,26,249,1
2131,Female,27,1,2,1,< 1 Year,No,30561,152,29,0
2132,Male,22,1,25,0,< 1 Year,No,29151,152,138,0
2133,Male,41,1,44,1,1-2 Year,No,33685,124,240,0
